date_time,price_usd,srch_booking_window,srch_saturday_night_bool
1878200,2013-05-24 13:18:49,55.0,3,0
1882823,2013-03-18 20:46:53,233.0,18,1
1888493,2013-06-05 11:44:31,149.0,9,1
1888963,2013-03-12 19:14:13,140.0,5,0
1889210,2012-11-01 23:43:51,54.0,63,1
1896064,2013-04-08 13:55:33,67.0,20,0
1896717,2013-06-11 18:31:01,146.0,32,1
1898480,2012-12-20 16:09:15,122.0,9,1
1899838,2013-03-08 18:59:06,158.0,11,0
1904869,2013-05-29 23:02:13,144.0,2,1
1905813,2013-06-26 14:08:04,64.0,11,0
1906975,2012-11-23 20:07:54,99.0,97,1
1908112,2013-01-12 15:26:39,102.0,138,1
1918476,2013-01-19 23:47:51,76.0,25,0
1919382,2013-02-13 19:19:03,138.0,16,1
1921019,2013-03-17 21:30:44,63.0,79,0
1923095,2012-12-28 11:37:54,60.0,4,0
1929738,2013-03-29 15:14:33,86.0,4,0
1930324,2013-01-03 11:54:29,80.0,47,0
1934082,2012-11-11 13:01:40,110.0,18,1
1935044,2013-01-07 11:20:13,88.0,3,1
1941066,2013-04-30 22:20:12,188.0,31,1
1942133,2013-03-08 10:29:25,132.0,5,0
1947905,2013-05-03 21:33:58,106.0,71,1
1951133,2013-04-30 19:36:15,75.0,63,0
1952423,2013-02-03 16:46:20,104.0,2,0
1962249,2012-12-23 08:36:13,62.0,0,0
1966496,2013-02-21 19:32:52,47.0,95,0
1971085,2013-05-22 15:34:59,62.0,277,0
1971130,2013-01-21 21:49:03,78.0,64,0
1971661,2013-01-29 07:30:41,51.0,106,0
1981198,2013-06-04 12:42:29,121.0,23,1
1987953,2012-11-07 07:56:14,111.0,16,1
1988291,2013-01-27 06:36:57,103.0,7,0
1989866,2013-04-29 19:39:58,192.0,17,1
1997570,2013-03-05 17:48:41,114.0,57,0
2002114,2013-05-09 19:40:50,218.0,15,1
2003768,2013-06-13 23:05:16,82.0,3,0
2003836,2013-03-20 08:38:45,87.0,52,1
2009364,2013-01-09 18:09:45,66.0,1,1
2019378,2013-01-07 11:18:02,116.0,39,1
2021458,2013-02-14 16:32:46,173.0,2,1
2021956,2012-11-13 16:27:35,116.0,178,1
2023350,2013-02-15 13:50:51,196.0,2,0
2026244,2012-12-16 08:39:04,66.0,35,0
2030104,2012-12-26 11:24:59,131.0,12,0
2032850,2013-04-11 14:37:32,67.0,74,0
2034291,2012-12-22 13:47:31,273.0,8,0
2035610,2013-03-17 20:18:46,86.0,25,1
2036184,2013-01-11 15:14:39,60.0,3,0
2043054,2012-11-16 21:03:15,46.0,3,0
2043862,2012-11-01 14:20:52,211.0,232,1
2043980,2013-02-10 23:59:31,77.0,45,0
2044012,2013-05-30 17:31:34,51.0,3,0
2047535,2013-02-26 22:32:52,89.0,2,1
2049103,2012-12-07 22:02:34,131.0,1,1
2049382,2013-01-18 15:28:35,61.0,2,0
2049468,2013-06-13 12:29:55,159.0,1,1
2051286,2013-01-30 13:56:14,170.0,93,1
2051555,2013-06-24 20:04:54,96.0,112,0
2058502,2013-02-28 09:42:49,148.0,225,1
2068479,2013-01-05 12:42:07,70.0,6,1
2069688,2013-01-30 22:30:58,61.0,14,0
2070938,2013-05-31 21:10:31,55.0,5,0
2072347,2013-01-09 16:40:45,66.0,11,0
2073095,2013-04-10 15:29:12,60.0,95,0
2073302,2013-01-09 08:58:39,44.0,138,0
2077766,2013-05-09 05:18:45,68.0,18,0
2078199,2013-02-12 12:33:23,71.0,111,0
2087467,2013-02-28 16:51:06,65.41,0,1
2089507,2013-06-25 21:56:29,140.0,24,1
2091975,2012-12-26 17:05:33,66.0,1,1
2095945,2013-06-07 15:28:19,179.0,21,1
2101448,2013-05-21 18:44:40,118.0,44,1
2104037,2013-04-09 14:35:48,50.0,7,0
2104567,2013-03-05 17:30:21,67.0,104,0
2105557,2012-11-07 14:07:01,71.0,16,0
2106637,2013-04-16 01:53:54,175.0,17,1
2111689,2013-04-23 15:30:38,174.0,9,1
2111836,2013-01-28 21:32:46,116.0,10,1
2112059,2013-06-11 23:41:12,154.0,3,1
2117292,2013-04-30 08:52:11,62.0,61,0
2124278,2013-01-02 09:29:25,74.0,42,0
2125075,2012-12-15 19:45:49,48.0,5,1
2127357,2013-06-24 14:17:37,209.0,11,1
2131186,2012-11-30 12:59:45,134.0,110,0
2134799,2013-03-20 20:13:52,128.0,38,1
2141163,2013-06-02 12:09:51,105.0,11,1
2141914,2012-12-31 09:05:16,73.0,4,1
2148159,2013-06-16 07:17:40,69.0,0,0
2148302,2013-03-15 00:07:39,185.0,28,1
2155078,2013-05-16 20:11:39,170.0,3,0
2157067,2012-12-01 13:18:50,76.0,25,0
2157603,2013-06-16 23:08:20,69.0,3,0
2161052,2013-04-22 15:29:05,59.0,6,0
2162793,2013-03-18 09:54:13,80.0,6,0
2162984,2013-05-27 10:09:07,93.0,40,1
2166574,2013-01-07 14:18:03,66.0,3,1
2168069,2013-03-31 16:56:10,50.0,1,0
2172305,2013-04-26 10:23:29,100.0,119,1
2173336,2013-02-27 06:44:27,68.0,28,0
2173978,2013-04-14 14:49:57,90.0,161,0
2176915,2012-12-17 11:03:03,81.0,5,1
2185655,2013-01-16 16:05:37,57.0,13,0
2187554,2012-11-02 01:40:12,98.0,19,0
2189434,2013-01-25 14:02:19,109.0,0,1
2189638,2012-11-23 12:02:30,238.0,45,0
2190770,2013-03-23 07:05:16,144.0,27,1
2191311,2013-01-07 22:39:53,52.0,182,0
2191701,2013-03-19 12:53:56,182.52,1,0
2199624,2012-11-22 22:37:10,73.0,50,1
2203565,2013-01-14 12:53:15,58.0,6,0
2206714,2013-02-05 13:04:18,145.0,3,1
2207084,2013-04-16 14:58:36,81.0,25,1
2207391,2013-03-07 15:47:48,138.0,22,1
2207423,2013-06-17 12:16:45,189.0,11,1
2208430,2012-12-28 13:57:48,120.0,1,1
2209772,2013-06-12 21:20:30,60.0,35,0
2210194,2013-05-13 09:20:19,268.0,39,1
2214610,2013-02-20 16:54:27,169.0,23,1
2217944,2013-04-13 20:09:00,58.0,86,0
2221000,2013-04-14 22:51:10,127.5,55,1
2224464,2013-06-20 10:46:51,87.0,54,0
2225742,2012-12-27 16:38:47,162.0,12,0
2231706,2013-02-14 19:59:43,186.0,50,1
2235884,2013-01-13 10:15:46,61.0,17,0
2236471,2013-04-24 21:12:15,100.0,50,1
2239658,2012-12-30 12:16:20,203.0,0,0
2249057,2012-12-23 00:48:51,100.0,56,0
2249285,2013-02-23 04:50:26,94.0,17,0
2255335,2012-11-27 14:06:43,136.0,11,1
2260948,2013-04-22 14:19:04,152.0,33,1
2261007,2012-12-19 10:00:54,106.0,37,1
2266293,2013-05-08 12:20:24,87.0,28,0
2268594,2013-05-16 08:47:46,66.0,40,0
2273839,2013-04-10 11:47:03,80.0,179,0
2276796,2012-12-21 18:19:34,76.0,5,0
2277322,2012-11-05 04:45:30,60.0,0,0
2285558,2013-03-01 12:17:02,90.0,4,0
2288539,2013-06-03 07:06:09,74.0,30,0
2299032,2013-06-14 22:31:14,87.0,32,0
2302612,2013-03-24 12:27:15,52.0,7,0
2302841,2012-11-26 02:54:47,76.0,58,0
2306064,2013-04-07 06:54:21,188.0,1,0
2307132,2012-12-09 22:21:53,87.0,33,1
2308291,2012-12-19 18:23:04,71.0,4,0
2309823,2013-01-03 12:25:19,113.0,98,1
2310361,2013-01-01 23:22:56,70.0,4,1
2318090,2013-01-25 19:27:29,92.0,36,1
2324205,2013-03-25 20:17:45,137.0,5,1
2325812,2012-11-29 17:13:58,166.0,72,1
2326839,2013-05-08 13:39:24,90.0,168,0
2327972,2013-03-13 12:02:31,130.0,17,1
2328999,2013-02-03 21:56:01,85.0,1,0
2331284,2013-03-04 18:00:40,178.0,16,0
2332982,2013-06-27 19:47:27,54.0,12,0
2335604,2013-02-17 10:31:13,62.0,171,0
2344116,2013-04-10 14:37:54,87.0,40,0
2346222,2012-11-26 22:12:03,57.0,25,1
2347825,2013-05-01 12:38:55,115.0,43,1
2347985,2013-05-09 13:11:12,145.0,29,1
2351086,2013-05-06 10:54:39,143.0,17,0
2354216,2013-02-14 13:06:12,62.0,73,0
2355101,2013-01-17 15:53:43,78.0,70,1
2358389,2012-12-19 11:40:17,68.0,2,1
2359484,2013-04-24 06:20:33,142.0,25,0
2362708,2013-02-09 15:01:59,131.0,21,1
2363947,2013-06-25 09:16:13,162.0,31,1
2366434,2013-02-25 10:32:25,105.0,4,1
2369287,2013-02-15 23:13:38,81.0,24,0
2370382,2013-02-16 17:03:42,62.0,8,0
2375287,2013-02-05 19:57:46,112.0,13,0
2375736,2013-01-02 21:03:38,116.0,38,1
2377857,2013-01-24 17:56:58,73.0,0,1
2379324,2012-11-04 21:30:33,141.0,12,1
2380064,2013-03-01 11:31:23,135.0,15,1
2382976,2013-06-21 10:45:23,149.0,8,1
2385774,2013-04-18 11:07:19,153.0,16,1
2393046,2012-11-11 14:04:26,88.0,74,1
2394139,2013-03-27 16:58:18,169.0,11,0
2395959,2013-06-11 16:59:47,78.0,179,1
2398729,2013-03-23 20:56:14,55.0,66,0
2405496,2013-05-09 23:20:57,60.0,3,0
2413238,2013-01-18 16:50:12,70.0,23,0
2413657,2013-04-08 20:55:23,143.0,3,1
2414317,2013-05-07 09:57:53,100.0,44,1
2416530,2013-04-29 21:24:17,188.0,32,1
2418288,2013-03-05 09:50:11,89.0,62,0
2425161,2013-05-05 14:23:06,210.0,12,1
2425740,2013-02-28 08:21:55,127.0,9,1
2429067,2013-04-17 17:49:23,63.0,53,0
2430903,2012-12-26 14:28:40,141.0,15,1
2431907,2012-12-09 16:04:54,39.0,8,0
2436952,2013-01-07 16:55:39,73.0,3,1
2439776,2013-01-17 17:35:51,102.0,288,1
2441185,2013-01-15 20:17:31,70.0,1,0
2446112,2013-05-29 17:36:58,81.0,21,0
2450170,2013-01-14 13:53:11,63.0,125,0
2450647,2013-04-28 22:12:39,101.0,3,0
2452204,2013-06-26 20:26:32,139.0,37,1
2455938,2013-05-22 16:41:24,118.0,71,1
2458692,2012-11-10 18:55:52,143.0,145,1
2462851,2012-11-21 19:54:37,48.0,31,1
2468445,2012-11-24 08:57:57,40.0,1,0
2469676,2013-05-06 09:31:38,201.0,25,1
2474842,2012-11-05 09:09:11,158.0,5,1
2476006,2013-02-04 08:50:00,165.0,11,1
2476415,2013-03-04 21:06:28,156.0,14,0
2478268,2012-11-15 22:12:54,59.0,38,0
2478763,2013-06-30 20:07:12,169.0,27,1
2479602,2013-06-10 23:19:06,154.0,4,1
2483162,2013-06-22 21:04:49,184.0,42,1
2495795,2013-06-14 14:01:32,69.0,5,0
2497279,2012-12-27 21:41:26,236.0,3,0
2500537,2013-06-06 16:10:10,64.0,12,0
2505273,2013-06-07 16:18:51,319.0,8,1
2505661,2012-11-01 15:53:42,107.0,21,1
2511498,2013-03-04 08:20:33,96.0,1,0
2512010,2012-11-15 12:44:01,56.0,38,0
2512696,2013-06-10 10:10:30,156.0,25,1
2516243,2012-11-15 22:15:19,94.0,8,1
2521156,2013-05-07 16:49:40,141.0,94,1
2524502,2013-02-07 13:55:06,85.0,33,0
2525138,2012-12-17 21:40:21,98.0,20,0
2532231,2013-05-18 09:09:28,125.0,47,1
2533334,2013-03-22 16:10:25,190.0,13,1
2539523,2012-12-19 14:05:55,114.0,44,1
2545866,2013-01-24 18:12:42,111.0,16,1
2547980,2013-02-11 12:50:31,146.0,5,1
2550337,2013-03-06 19:53:30,190.0,15,1
2550767,2013-02-09 07:44:22,167.0,6,1
2553878,2013-05-16 17:09:05,115.0,22,1
2557720,2013-05-01 12:03:20,46.0,228,0
2557857,2013-03-15 13:00:28,66.0,10,0
2559920,2013-05-07 20:22:07,118.0,4,1
2560281,2012-11-16 08:09:17,46.0,9,0
2560592,2013-03-15 18:50:10,81.0,110,0
2563218,2013-05-22 14:48:35,164.0,37,1
2564723,2012-11-28 20:50:25,108.0,2,1
2568049,2012-11-12 12:22:25,47.0,14,0
2568423,2013-05-15 11:39:46,213.0,9,1
2571690,2013-02-04 20:26:30,122.0,25,1
2575463,2012-11-04 14:08:09,66.0,31,0
2576070,2012-11-07 07:16:16,111.0,16,1
2584004,2013-02-26 12:45:35,94.0,14,0
2587386,2013-01-10 06:58:05,107.0,28,1
2590125,2013-05-27 02:43:54,56.0,17,1
2594075,2013-04-10 19:47:36,208.0,23,1
2598449,2012-11-30 13:19:11,50.0,3,0
2600205,2012-12-29 18:19:08,66.0,46,0
2603197,2012-12-26 15:38:23,94.0,2,1
2607215,2013-02-02 20:31:18,118.0,13,1
2607770,2012-12-16 19:18:22,39.0,4,1
2610888,2013-05-16 12:58:46,121.0,0,1
2616190,2013-06-05 12:35:56,49.0,1,1
2616799,2013-04-05 15:55:56,246.0,1,1
2617636,2013-04-26 01:51:16,176.0,23,0
2619439,2013-03-04 15:06:02,230.0,18,1
2620443,2013-04-08 09:55:21,128.0,32,1
2628544,2013-04-04 20:53:39,195.0,15,1
2633888,2013-04-29 15:36:36,66.0,58,0
2644900,2013-05-29 14:09:12,114.0,58,1
2644972,2013-06-24 17:02:54,176.0,39,1
2645004,2012-12-21 07:59:58,71.0,11,0
2651130,2013-03-24 11:01:06,62.0,8,0
2651306,2012-11-09 11:42:03,230.0,1,1
2653113,2013-03-14 19:33:43,66.0,47,0
2655224,2013-01-11 15:30:38,114.0,15,1
2660150,2012-12-03 21:58:10,72.0,19,1
2660374,2013-01-22 00:29:19,50.0,21,0
2660405,2013-01-04 12:47:56,70.0,7,1
2662961,2013-03-01 12:32:50,208.0,35,1
2663222,2013-05-15 11:06:34,71.0,40,0
2670751,2012-12-07 21:07:32,66.0,108,0
2671105,2013-02-17 19:47:18,65.0,36,0
2674313,2013-02-08 19:55:58,165.0,8,1
2683152,2013-01-27 15:29:12,94.0,1,0
2683857,2013-05-23 08:16:50,116.0,1,1
2684338,2013-04-19 19:41:09,185.0,62,1
2685293,2013-05-30 04:11:51,125.0,14,1
2685507,2012-11-06 15:40:15,220.0,4,1
2685978,2013-02-15 03:53:55,137.0,8,1
2686951,2013-04-15 15:29:57,272.0,4,1
2697578,2012-12-22 19:28:12,172.0,181,1
2699532,2013-02-25 05:32:40,62.0,63,0
2703552,2012-12-20 17:22:52,296.0,10,0
2703932,2013-06-13 10:26:01,66.0,47,0
2704635,2013-01-17 08:23:27,79.0,0,1
2704913,2013-05-14 19:18:26,223.0,11,1
2711738,2013-02-17 12:45:51,75.0,11,1
2714073,2013-05-08 16:53:23,92.0,18,0
2715478,2012-12-03 18:50:59,146.0,26,1
2715967,2012-11-16 17:35:24,66.0,35,1
2719396,2013-03-22 10:16:25,53.0,66,0
2730361,2013-05-12 23:46:14,120.0,3,0
2731500,2012-12-16 23:18:36,39.0,2,0
2732073,2012-11-19 23:05:21,80.0,3,1
2732308,2013-01-30 17:02:36,121.0,9,1
2735678,2013-04-09 09:17:19,196.0,3,1
2736173,2013-05-25 13:17:05,66.0,15,0
2738240,2013-02-02 20:25:31,123.0,20,1
2740249,2012-12-22 07:25:23,273.0,8,0
2746204,2013-01-25 09:36:21,144.0,49,1
2752359,2013-05-10 10:03:02,60.0,17,0
2756093,2013-03-08 15:32:43,90.0,2,0
2757364,2012-12-19 16:30:21,99.15,9,1
2762091,2012-12-14 08:17:29,39.0,4,0
2762453,2012-11-24 12:44:15,140.0,34,0
2765956,2013-03-30 15:25:31,50.0,59,0
2766949,2013-06-05 20:01:32,60.0,21,0
2767846,2013-01-15 18:02:42,102.0,74,1
2769076,2013-06-17 20:59:17,62.0,1,0
2769647,2013-02-16 09:04:56,106.0,98,0
2770196,2012-11-19 08:23:42,56.0,2,0
2776675,2013-02-18 16:25:24,94.0,3,1
2777217,2013-01-23 19:01:41,105.0,52,1
2778602,2013-05-14 12:33:00,60.0,22,0
2779736,2013-06-10 12:47:19,88.0,3,1
2781986,2012-11-21 23:26:36,134.0,10,1
2782120,2013-02-08 12:25:51,155.0,0,1
2787560,2013-04-16 23:15:11,126.0,37,0
2787912,2013-03-14 08:53:42,250.0,8,1
2790153,2012-11-26 18:47:38,44.0,28,0
2792991,2013-06-30 07:03:56,152.0,11,1
2795287,2012-12-02 18:51:08,75.0,19,1
2796791,2012-12-28 15:37:06,298.0,11,0
2803176,2013-01-20 13:13:39,68.0,159,0
2804133,2013-04-14 09:01:23,82.0,100,0
2806387,2013-01-20 12:45:29,147.0,47,1
2807453,2013-06-16 21:45:38,141.0,33,1
2811062,2013-01-09 15:41:15,154.0,30,1
2813621,2013-05-14 08:47:24,150.0,32,1
2819303,2013-03-25 08:54:17,133.0,14,0
2819961,2013-01-21 12:32:00,122.0,40,1
2825768,2013-03-22 12:13:50,131.0,22,1
2830696,2013-04-13 08:13:10,71.0,8,0
2831075,2013-02-12 17:51:52,204.0,37,1
2832800,2013-02-20 20:39:00,153.0,58,1
2838437,2013-02-11 00:18:49,112.0,46,1
2839648,2012-11-12 09:53:42,55.01,7,0
2840921,2013-06-18 08:24:28,108.0,164,1
2842964,2013-04-18 07:16:46,81.0,5,0
2846082,2013-05-23 21:48:20,64.0,27,0
2846686,2013-01-09 18:49:48,124.0,85,1
2848380,2013-06-22 02:03:19,134.0,1,0
2852142,2013-05-18 08:38:35,131.0,90,1
2852764,2013-03-20 19:05:13,241.0,16,1
2855977,2012-12-27 11:04:38,100.0,1,1
2858008,2013-04-02 16:31:03,404.0,18,1
2858993,2013-04-20 10:06:24,211.0,5,1
2860515,2013-06-13 20:55:39,131.0,78,1
2866105,2012-12-19 16:44:03,39.0,0,0
2867395,2012-11-18 08:12:57,46.0,0,0
2868034,2013-01-03 05:13:00,68.0,55,0
2870049,2013-04-06 14:56:07,143.0,40,1
2875621,2013-04-14 10:55:42,138.0,32,1
2876424,2012-11-13 22:15:55,101.0,67,1
2887442,2013-01-05 12:33:50,70.0,1,0
2888143,2013-01-20 12:36:11,74.0,56,0
2888841,2013-05-17 09:28:33,231.0,1,1
2892619,2012-12-11 18:38:51,87.0,3,1
2896414,2013-03-07 12:18:55,139.0,26,0
2901185,2013-04-25 21:19:38,50.0,4,0
2905344,2013-04-07 20:59:07,5584.0,13,0
2911185,2013-03-20 09:45:53,120.0,10,1
2917233,2013-03-31 19:38:41,84.0,95,0
2917500,2013-05-01 18:41:45,60.0,26,0
2933599,2013-01-15 09:11:52,120.0,23,1
2934309,2013-06-19 20:32:51,172.0,16,1
2935756,2012-11-15 09:04:00,144.0,217,0
2936375,2013-02-18 17:39:55,62.0,41,0
2939573,2013-06-01 11:25:32,104.0,26,1
2954903,2012-11-21 17:41:40,40.0,26,0
2956003,2013-04-24 17:38:08,164.0,23,0
2971523,2013-01-27 11:29:10,119.0,88,1
2973664,2012-11-28 22:19:49,44.0,7,0
2973818,2012-12-17 07:38:50,115.0,88,1
2974386,2013-06-21 22:23:06,51.17,10,0
2976672,2013-03-06 20:19:03,190.0,3,1
2981647,2012-11-14 17:59:10,62.0,29,0
2995438,2013-04-17 15:57:23,56.0,90,0
2997402,2013-04-17 23:06:09,125.0,51,1
2999365,2013-01-08 11:59:58,70.0,3,1
3001378,2013-03-19 06:00:23,87.0,8,0
3001412,2013-06-04 16:17:15,61.0,12,0
3010048,2013-05-06 11:46:34,146.0,61,1
3013795,2013-01-13 09:35:58,44.0,0,0
3014372,2012-12-13 12:17:17,66.0,22,1
3019119,2013-05-08 17:03:08,218.0,17,1
3021219,2013-02-13 23:28:10,110.0,43,1
3021341,2013-04-15 20:53:19,155.0,17,1
3021867,2012-11-14 14:25:41,66.0,0,0
3027201,2013-01-30 10:14:22,146.0,2,1
3028710,2013-03-20 20:26:23,102.0,240,1
3028906,2013-04-01 20:22:45,101.0,57,0
3030990,2012-12-30 18:58:47,73.0,5,1
3033715,2012-12-24 09:46:57,87.0,18,1
3035060,2013-06-20 10:52:37,144.0,0,1
3036539,2013-01-20 20:49:46,99.0,6,1
3038735,2013-01-16 13:20:58,49.0,6,0
3039521,2013-05-19 19:14:12,130.0,40,1
3040044,2013-01-01 22:24:12,70.0,4,1
3042187,2013-01-25 19:15:09,145.0,91,1
3050373,2013-03-04 15:11:39,138.0,25,1
3051848,2013-03-18 15:44:56,156.0,59,1
3051907,2013-04-27 15:00:49,218.0,21,1
3052942,2012-11-06 15:26:14,64.0,49,0
3061181,2013-03-18 21:53:43,185.0,32,1
3061692,2013-06-12 20:13:46,146.0,146,0
3064789,2013-03-06 07:58:47,96.0,28,0
3065741,2013-04-23 23:42:54,86.0,5,0
3072822,2013-05-22 12:21:54,108.0,24,1
3073329,2013-06-12 16:48:28,196.0,17,1
3074399,2012-11-28 15:58:44,83.0,86,1
3075228,2013-06-10 19:19:04,112.0,23,0
3076144,2013-04-25 09:19:18,99.0,92,0
3079443,2013-02-21 10:35:20,133.0,49,1
3082933,2013-02-25 18:38:06,139.0,19,1
3097164,2013-01-20 11:38:50,61.0,0,0
3100617,2012-11-05 19:55:05,80.0,7,0
3103355,2013-04-10 10:25:00,140.0,143,1
3110418,2013-05-20 19:38:53,75.0,93,0
3110960,2013-04-27 22:39:23,218.0,7,1
3113621,2013-06-04 08:30:54,68.0,5,0
3115936,2012-11-29 11:24:40,143.0,8,1
3118873,2013-03-18 11:25:55,103.28,11,1
3121602,2012-11-28 19:39:59,80.0,16,1
3126263,2013-04-24 08:20:33,146.0,16,1
3127046,2013-06-04 09:48:33,149.0,10,1
3149764,2013-01-13 16:59:01,80.0,3,0
3149826,2013-01-09 10:36:39,96.0,71,1
3161214,2013-03-21 07:26:10,112.0,0,1
3167739,2013-02-18 07:44:06,69.0,8,0
3167836,2012-11-10 12:48:50,101.0,3,0
3168424,2013-01-28 08:56:37,97.0,17,1
3169220,2013-02-25 19:08:07,98.0,109,1
3169597,2013-06-06 19:47:36,71.0,10,0
3173728,2013-04-26 11:02:14,76.0,68,0
3176680,2013-06-02 19:54:35,49.0,1,0
3178327,2013-03-05 22:18:39,186.0,4,1
3180725,2013-02-27 10:07:36,111.0,10,1
3183642,2013-05-06 01:15:44,119.0,53,1
3185515,2013-03-26 09:21:56,169.0,12,0
3186318,2013-05-16 10:20:21,76.0,28,1
3191905,2012-11-27 20:20:19,74.0,2,0
3192842,2013-06-12 07:32:01,219.0,92,1
3194873,2013-01-01 12:01:26,58.0,1,0
3195558,2012-11-13 12:08:10,70.0,16,1
3198506,2013-01-09 13:29:16,72.82,45,1
3201124,2013-04-07 11:39:37,116.0,185,0
3203127,2013-02-13 12:20:38,102.0,43,1
3204100,2013-04-15 17:19:57,181.0,32,1
3204951,2013-03-03 20:39:48,101.0,15,0
3206347,2013-02-24 22:19:45,174.0,68,1
3214630,2013-03-18 21:52:07,108.0,57,0
3214818,2012-11-07 19:09:03,106.0,7,0
3218531,2013-05-22 15:14:40,189.0,9,1
3220954,2012-11-06 12:29:32,61.0,0,0
3222425,2012-11-03 16:20:49,59.29,1,0
3226714,2013-02-10 00:09:31,100.0,10,0
3227445,2013-02-12 23:26:09,49.0,1,0
3233255,2013-02-08 18:37:04,81.0,6,1
3236531,2013-04-21 16:17:16,86.0,48,1
3237511,2013-04-27 13:45:15,165.0,10,0
3238398,2013-05-23 08:23:40,142.0,15,1
3242861,2013-06-14 19:27:43,114.0,76,1
3243552,2013-02-07 19:13:23,166.0,134,1
3243879,2013-06-04 23:47:37,112.0,3,1
3248339,2013-04-03 22:49:25,180.0,4,0
3256257,2013-03-24 18:13:53,70.0,1,0
3259084,2013-05-08 09:58:32,151.0,142,1
3261586,2013-06-11 20:24:24,110.0,58,1
3267135,2013-03-27 16:45:59,71.0,21,0
3268833,2013-03-10 09:44:14,80.0,43,0
3273207,2013-05-09 11:52:27,143.0,64,1
3273550,2012-11-09 07:36:14,76.0,66,0
3279292,2013-05-27 17:38:12,104.0,21,0
3280182,2013-05-06 21:04:39,80.0,16,0
3283870,2012-12-27 16:05:40,194.0,2,1
3285515,2013-06-03 19:25:10,139.0,53,1
3286241,2013-06-07 11:55:54,121.0,141,1
3287122,2013-05-06 15:05:00,195.0,18,1
3289975,2013-02-14 20:33:35,186.0,34,0
3291543,2013-03-09 18:06:25,100.0,8,0
3293690,2013-01-22 09:50:25,75.0,2,1
3294028,2013-03-01 08:11:46,67.0,108,0
3296997,2013-01-08 17:58:51,52.0,54,0
3298333,2013-02-27 19:43:16,85.0,105,0
3300054,2013-03-26 20:43:56,125.0,16,1
3309321,2013-01-07 21:18:44,44.0,17,1
3309487,2012-12-30 15:53:45,49.0,3,0
3311434,2013-05-19 21:19:11,209.0,6,1
3314343,2013-03-21 14:34:44,172.0,22,1
3315309,2013-03-04 06:54:07,193.0,11,1
3316183,2013-06-01 18:01:39,51.0,4,0
3317558,2013-05-18 18:51:44,76.0,17,0
3319405,2013-03-17 20:55:05,96.0,64,0
3320447,2013-02-14 12:14:43,173.0,2,1
3323921,2013-02-15 07:24:22,71.0,13,1
3329831,2013-01-30 21:40:44,139.0,3,1
3334478,2013-04-04 11:42:53,66.0,67,0
3338904,2013-04-22 11:41:54,73.0,57,0
3349413,2013-02-18 21:45:24,216.0,47,1
3350546,2013-04-09 20:36:53,70.0,14,0
3351190,2013-05-23 15:47:57,125.0,147,1
3352426,2012-11-01 09:04:18,114.0,56,1
3353738,2013-01-08 14:56:44,245.0,0,0
3355005,2013-03-05 13:40:42,120.0,7,0
3363877,2013-01-08 06:38:46,60.0,27,0
3365042,2013-01-10 17:49:02,66.0,2,1
3366237,2013-03-31 05:51:05,129.0,180,1
3367631,2013-05-24 09:47:26,62.0,4,0
3367961,2013-06-07 14:34:37,154.0,64,1
3368616,2013-02-11 06:05:58,49.0,1,0
3369596,2013-04-03 21:12:59,208.0,23,1
3370123,2013-02-04 11:54:59,103.0,139,0
3370542,2013-01-10 07:09:11,48.0,11,0
3371053,2013-06-12 11:39:25,84.0,12,0
3371637,2013-06-24 14:21:16,53.0,7,0
3372413,2013-04-16 10:23:11,125.0,46,1
3377714,2013-06-25 20:23:01,215.0,3,1
3379202,2012-12-30 14:44:59,220.0,0,0
3382368,2013-01-01 20:17:48,49.0,1,0
3382619,2013-03-04 14:51:33,146.0,83,0
3390370,2012-11-08 06:58:01,128.0,1,0
3392388,2013-05-29 23:21:28,137.0,29,1
3392960,2013-03-07 10:50:11,154.0,42,1
3401240,2013-05-09 20:35:21,96.0,13,0
3405334,2012-12-29 18:47:29,96.0,51,0
3412254,2013-01-05 21:23:40,52.0,17,0
3418224,2012-12-25 08:02:21,131.0,38,1
3423250,2013-04-15 08:49:48,74.0,82,1
3424305,2012-11-16 21:34:59,148.0,55,1
3441294,2013-06-26 08:46:52,196.0,8,1
3446785,2012-12-27 14:02:36,66.0,31,0
3471323,2012-12-14 08:38:03,55.0,149,0
3475467,2013-02-18 15:12:48,101.0,27,0
3479487,2013-01-23 13:33:45,56.0,0,0
3481613,2013-01-21 09:40:21,75.0,32,0
3483516,2013-03-19 08:13:26,117.0,31,0
3484476,2013-02-04 14:10:23,65.0,50,0
3486673,2012-11-23 13:58:00,96.0,71,0
3487498,2013-03-19 15:45:09,145.0,38,1
3488504,2013-05-12 20:53:09,113.0,36,0
3489270,2013-01-19 08:54:37,114.0,0,1
3490465,2013-03-05 17:54:26,193.0,10,1
3497509,2013-05-21 14:28:08,126.0,3,1
3497530,2013-03-07 13:05:22,123.0,51,1
3498968,2013-01-27 22:32:16,165.0,19,1
3500470,2012-12-28 11:59:42,105.0,9,0
3502314,2012-11-28 00:24:17,40.0,36,1
3507526,2013-04-21 07:52:16,115.0,39,1
3512357,2013-04-30 19:56:25,60.0,82,0
3516432,2012-11-10 22:02:02,115.0,6,1
3520812,2012-12-10 11:03:02,43.0,2,0
3525313,2013-01-05 12:22:41,70.0,6,1
3528029,2012-12-24 13:28:14,99.0,0,0
3533322,2013-02-22 19:43:13,128.0,1,1
